Pre_Max;Pre_Min;Pre_MinNZ;Pre_Avg;Pre_AvgNZ;Post_Max;Post_Min;Post_MinNZ;Post_Avg;Post_AvgNZ;Min_MinNZ;Plaintext;PTHeight;CTHeight;ToBeProtected_pre;ToBeProtected_post;ToBeProtected;SourceLine;SourceColumn;IsAKeyOp;IsAKeyStart;PreKeyStart;SubKey;PostKeyStart;Sbox;post_FirstToMeetKey;HasBeenMasked;Origin;ValueSize;keydep_own.count;KD_Max;KD_Min;KD_MinNZ;KD_Avg;KD_AvgNZ;FK_min;FOH_of_fk_min;BYTE_FK_min;BYTE_FOH_of_fk_min;WORD_FK_min;WORD_FOH_of_fk_minpre;pre_own;post;post_own;"Full instruction"
0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;471;0;1;1;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;128;128;128;7256 7256 7256 7256 7256 7256 7256 7256 ;"  %arrayidx43 = getelementptr inbounds i8* %_key, i64 11, !dbg !72"
0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;471;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;128;128;128;7256 7256 7256 7256 7256 7256 7256 7256 ;"  %11 = load i8* %arrayidx43, align 1, !dbg !72"
0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;471;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;128;128;128;7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 ;"  %conv44 = zext i8 %11 to i32, !dbg !72"
0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;471;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;128;128;128;7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 ;"  %xor45 = xor i32 %xor41, %conv44, !dbg !72"
0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;472;0;1;1;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;128;128;128;7256 7256 7256 7256 7256 7256 7256 7256 ;"  %add.ptr46 = getelementptr inbounds i8* %_key, i64 12, !dbg !74"
0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;472;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;128;128;128;7256 7256 7256 7256 7256 7256 7256 7256 ;"  %12 = load i8* %add.ptr46, align 1, !dbg !74"
0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;472;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 42912 7256 7256 7256 7256 7256 7256 7256 7256 ;"  %conv48 = zext i8 %12 to i32, !dbg !74"
0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;472;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;128;128;128;7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 7256 ;"  %shl49 = shl nuw i32 %conv48, 24, !dbg !74"
0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;472;0;1;1;0;0;0;0;0;0;0;1;8;0;0;0;0;0;0;0;0;0;0;0;128;128;128;7256 7256 7256 7256 7256 7256 7256 7256 ;"  %arrayidx51 = getelementptr inbounds i8* %_key, i64 13, !dbg !74"
0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;472;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;128;128;128;7256 7256 7256 7256 7256 7256 7256 7256 ;"  %13 = load i8* %arrayidx51, align 1, !dbg !74"
