x y z
1 12 128
2 12 128
3 12 128
4 12 128
5 12 128
6 12 128
7 12 128
8 12 128
9 12 128
10 12 128
11 12 128
12 12 128
13 12 128
14 12 128
15 12 128
16 12 128
17 12 128
18 12 128
19 12 128
20 12 128
21 12 128
22 12 128
23 12 128
24 12 128
25 12 128
26 12 128
27 12 128
28 12 128
29 12 128
30 12 128
31 12 128
32 12 128
33 12 128
34 12 128
35 12 128
36 12 128
37 12 128
38 12 128
39 12 128
40 12 128
41 12 128
42 12 128
43 12 128
44 12 128
45 12 128
46 12 128
47 12 128
48 12 128
49 12 128
50 12 128
0 13 128
1 13 128
2 13 128
3 13 128
4 13 128
5 13 128
6 13 128
7 13 128
8 13 128
9 13 128
10 13 128
11 13 128
12 13 128
13 13 128
14 13 128
15 13 128
16 13 128
17 13 128
18 13 128
19 13 128
20 13 128
21 13 128
22 13 128
23 13 128
24 13 128
25 13 128
26 13 128
27 13 128
28 13 128
29 13 128
30 13 128
31 13 128
32 13 128
33 13 128
34 13 128
35 13 128
36 13 128
37 13 128
38 13 128
39 13 128
40 13 128
41 13 128
42 13 128
43 13 128
44 13 128
45 13 128
46 13 128
47 13 128
48 13 128
49 13 20000
50 13 20000
0 14 128
1 14 128
2 14 128
3 14 128
4 14 128
5 14 128
6 14 128
7 14 128
8 14 128
9 14 128
10 14 128
11 14 128
12 14 128
13 14 128
14 14 128
15 14 128
16 14 128
17 14 128
18 14 128
19 14 128
20 14 128
21 14 128
22 14 128
23 14 128
24 14 128
25 14 128
26 14 128
27 14 128
28 14 128
29 14 128
30 14 128
31 14 128
32 14 128
33 14 128
34 14 128
35 14 128
36 14 128
37 14 128
38 14 128
39 14 128
40 14 128
41 14 128
42 14 128
43 14 128
44 14 128
45 14 128
46 14 128
47 14 128
48 14 128
49 14 128
50 14 128
0 15 128
1 15 128
2 15 128
3 15 128
4 15 128
5 15 128
6 15 128
7 15 128
8 15 128
9 15 128
10 15 128
11 15 128
12 15 128
13 15 128
14 15 128
15 15 128
16 15 128
17 15 128
18 15 128
19 15 128
20 15 128
21 15 128
22 15 128
23 15 128
24 15 128
25 15 128
26 15 128
27 15 128
28 15 128
29 15 128
30 15 128
31 15 128
32 15 128
33 15 128
34 15 128
35 15 128
36 15 128
37 15 128
38 15 128
39 15 128
40 15 128
41 15 128
42 15 128
43 15 128
44 15 128
45 15 128
46 15 128
47 15 128
48 15 128
49 15 128
50 15 128
0 16 128
1 16 128
2 16 128
3 16 128
4 16 128
5 16 128
6 16 128
7 16 128
8 16 128
9 16 128
10 16 128
11 16 128
12 16 128
13 16 128
14 16 128
15 16 128
16 16 128
17 16 128
18 16 128
19 16 128
20 16 128
21 16 128
22 16 128
23 16 128
24 16 128
25 16 128
26 16 128
27 16 128
28 16 128
29 16 128
30 16 128
31 16 128
32 16 128
33 16 128
34 16 128
35 16 128
36 16 128
37 16 128
38 16 128
39 16 128
40 16 128
41 16 128
42 16 128
43 16 128
44 16 128
45 16 128
46 16 128
47 16 128
48 16 128
49 16 128
50 16 20000
0 17 128
1 17 128
2 17 128
3 17 128
4 17 128
